UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
33,User_33,23,Female,Location_33,2023-11-30,0.9962663316582915,Clothing,-1.972,Monthly
34,User_34,33,Female,Location_34,2023-02-09,0.9808258064516129,Clothing,0.4056,Weekly
35,User_35,65,Male,Location_35,2023-09-21,0.9834888888888889,Food,0.4056,Weekly
36,User_36,18,Male,Location_36,2023-08-03,0.9904129032258066,Food,-1.972,Daily
37,User_37,36,Female,Location_37,2023-09-01,0.9874067796610169,Home & Garden,-0.486,Daily
38,User_38,53,Male,Location_38,2023-10-11,0.9959006896551724,Food,-1.972,Daily
39,User_39,42,Female,Location_39,2023-09-21,0.996564161849711,Electronics,-1.972,Daily
40,User_40,67,Female,Location_40,2023-10-04,0.9964952830188679,Home & Garden,0.009333333333333341,Monthly
41,User_41,69,Male,Location_41,2023-05-08,0.9862407407407408,Books,-1.972,Daily
42,User_42,47,Male,Location_42,2023-10-14,0.9947676056338028,Electronics,-1.972,Monthly
43,User_43,37,Female,Location_43,2023-09-10,0.9948402777777778,Clothing,0.009333333333333341,Daily
44,User_44,37,Female,Location_44,2023-07-30,0.9957542857142857,Food,-1.972,Daily
45,User_45,32,Male,Location_45,2023-01-25,0.9439245283018868,Books,-1.972,Weekly
46,User_46,57,Female,Location_46,2023-12-31,0.9949369676320273,Home & Garden,0.257,Daily
47,User_47,50,Male,Location_47,2023-04-11,0.996979674796748,Food,0.009333333333333341,Weekly
48,User_48,19,Male,Location_48,2023-09-08,0.9919019073569483,Electronics,0.009333333333333341,Weekly
49,User_49,27,Female,Location_49,2023-01-29,0.9890735294117647,Clothing,0.257,Daily
50,User_50,50,Female,Location_50,2023-10-29,0.9773129770992366,Clothing,0.009333333333333341,Monthly
51,User_51,49,Male,Location_51,2023-04-29,0.9839351351351351,Food,-0.486,Weekly
52,User_52,28,Male,Location_52,2023-02-12,0.9836703296703296,Home & Garden,0.4056,Daily
53,User_53,70,Female,Location_53,2023-06-26,0.9962236340533672,Home & Garden,0.4056,Monthly
54,User_54,41,Male,Location_54,2023-11-08,0.9943390476190477,Food,0.009333333333333341,Weekly
55,User_55,53,Male,Location_55,2023-03-15,0.9926253101736974,Food,0.4056,Weekly
56,User_56,29,Male,Location_56,2023-08-28,0.9776541353383458,Food,-1.972,Weekly
57,User_57,68,Female,Location_57,2023-12-13,0.9961201044386423,Books,-1.972,Weekly
58,User_58,46,Female,Location_58,2023-06-18,0.9942514506769826,Food,-0.486,Monthly
59,User_59,52,Female,Location_59,2023-06-03,0.9324545454545454,Books,0.257,Monthly
60,User_60,18,Male,Location_60,2023-08-29,0.9939098360655738,Electronics,0.4056,Daily
61,User_61,18,Female,Location_61,2023-06-25,0.9943173996175909,Food,-0.486,Weekly
62,User_62,54,Female,Location_62,2023-06-19,0.9902236842105264,Food,0.4056,Weekly
63,User_63,23,Male,Location_63,2023-07-16,0.9862407407407408,Home & Garden,-1.972,Weekly
64,User_64,56,Male,Location_64,2023-06-07,0.9969858012170386,Food,-0.486,Weekly
65,User_65,58,Female,Location_65,2023-08-10,0.9965917431192661,Books,-0.486,Weekly
66,User_66,70,Female,Location_66,2023-06-30,0.9933063063063063,Books,0.257,Weekly
67,User_67,35,Female,Location_67,2023-08-21,0.980317880794702,Food,-1.972,Monthly
68,User_68,33,Female,Location_68,2023-09-27,0.9965601851851852,Books,-0.486,Weekly
69,User_69,22,Male,Location_69,2023-03-29,0.9469285714285715,Food,-1.972,Monthly
70,User_70,59,Female,Location_70,2023-08-23,0.996564161849711,Electronics,-1.972,Daily
71,User_71,60,Female,Location_71,2023-02-17,0.9963533742331289,Books,0.009333333333333341,Monthly
72,User_72,49,Male,Location_72,2023-01-18,0.9965878300803674,Books,0.009333333333333341,Daily
73,User_73,19,Male,Location_73,2023-07-16,0.9960843214756259,Books,0.257,Daily
74,User_74,19,Female,Location_74,2023-02-05,0.9960687830687831,Books,-1.972,Monthly
75,User_75,57,Female,Location_75,2023-09-21,0.9916516853932584,Food,0.009333333333333341,Monthly
76,User_76,59,Female,Location_76,2023-10-01,0.9676956521739131,Food,0.4056,Weekly
77,User_77,53,Female,Location_77,2023-09-28,0.9970040322580646,Electronics,-1.972,Weekly
78,User_78,56,Female,Location_78,2023-09-15,0.9943712121212122,Food,-0.486,Daily
79,User_79,29,Male,Location_79,2023-10-02,0.995013422818792,Books,-1.972,Daily
80,User_80,64,Male,Location_80,2023-03-02,0.9931990846681923,Electronics,-0.486,Monthly
81,User_81,36,Female,Location_81,2023-10-22,0.9943173996175909,Clothing,0.257,Daily
82,User_82,45,Male,Location_82,2023-01-08,0.9936359743040686,Home & Garden,0.009333333333333341,Weekly
83,User_83,18,Female,Location_83,2023-11-04,0.9938595041322315,Electronics,0.4056,Monthly
84,User_84,32,Male,Location_84,2023-12-27,0.984021505376344,Home & Garden,0.009333333333333341,Weekly
85,User_85,53,Female,Location_85,2023-10-20,0.9965320886814469,Books,-0.486,Monthly
86,User_86,30,Female,Location_86,2023-01-22,0.9927688564476886,Clothing,0.257,Daily
87,User_87,60,Male,Location_87,2023-08-14,0.9895719298245614,Home & Garden,-0.486,Daily
88,User_88,38,Female,Location_88,2023-05-14,0.9887424242424243,Electronics,0.257,Weekly
89,User_89,29,Female,Location_89,2023-05-21,0.9810700636942674,Food,0.257,Daily
90,User_90,22,Female,Location_90,2023-02-20,0.9964744958481614,Home & Garden,0.4056,Monthly
91,User_91,24,Female,Location_91,2023-06-09,0.9929406175771972,Food,0.4056,Weekly
92,User_92,22,Female,Location_92,2023-12-17,0.9960373333333333,Home & Garden,0.009333333333333341,Weekly
93,User_93,65,Female,Location_93,2023-12-28,0.9968416578108396,Books,0.4056,Daily
94,User_94,70,Male,Location_94,2023-07-05,0.9891927272727273,Food,-0.486,Daily
95,User_95,21,Male,Location_95,2023-10-27,0.9960635761589405,Clothing,-0.486,Monthly
96,User_96,30,Female,Location_96,2023-02-08,0.8707826086956522,Electronics,0.257,Daily
97,User_97,54,Female,Location_97,2023-02-07,0.993351230425056,Clothing,0.009333333333333341,Weekly
98,User_98,70,Male,Location_98,2023-04-15,0.9911547619047619,Home & Garden,0.009333333333333341,Monthly
99,User_99,58,Male,Location_99,2023-11-23,0.9970100603621731,Home & Garden,0.009333333333333341,Weekly
100,User_100,32,Male,Location_0,2023-01-31,0.9962284263959391,Clothing,0.257,Weekly
101,User_101,33,Male,Location_1,2023-01-31,0.9773129770992366,Home & Garden,0.4056,Weekly
102,User_102,38,Female,Location_2,2023-03-10,0.9903818770226538,Books,-1.972,Daily
103,User_103,53,Female,Location_3,2023-08-04,0.9952295345104334,Electronics,-0.486,Monthly
104,User_104,41,Male,Location_4,2023-05-29,0.9925513784461153,Books,0.257,Monthly
105,User_105,33,Male,Location_5,2023-02-17,0.9833033707865169,Food,-0.486,Daily
106,User_106,31,Male,Location_6,2023-03-22,0.9882992125984251,Electronics,0.4056,Daily
107,User_107,39,Male,Location_7,2023-04-11,0.9962522068095839,Electronics,0.4056,Daily
108,User_108,66,Female,Location_8,2023-09-24,0.8761666666666666,Home & Garden,0.257,Daily
109,User_109,67,Male,Location_9,2023-12-06,0.9937954070981211,Food,0.257,Weekly
110,User_110,23,Male,Location_10,2023-01-07,0.7028000000000001,Clothing,-1.972,Weekly
111,User_111,59,Male,Location_11,2023-04-21,0.9901262458471761,Food,0.009333333333333341,Daily
112,User_112,53,Female,Location_12,2023-06-05,0.9951987075928918,Clothing,-1.972,Weekly
113,User_113,18,Female,Location_13,2023-10-21,0.9927156862745099,Food,0.257,Weekly
114,User_114,49,Female,Location_14,2023-04-21,0.9962091836734694,Food,-1.972,Daily
115,User_115,23,Male,Location_15,2023-08-25,0.9951278688524591,Clothing,-0.486,Weekly
116,User_116,48,Female,Location_16,2023-01-11,0.9941953125,Books,0.4056,Daily
117,User_117,18,Female,Location_17,2023-09-09,0.7713846153846154,Home & Garden,0.4056,Monthly
118,User_118,67,Male,Location_18,2023-05-05,0.9911017964071857,Home & Garden,-1.972,Monthly
119,User_119,68,Female,Location_19,2023-07-11,0.9732252252252253,Home & Garden,0.009333333333333341,Daily
120,User_120,54,Male,Location_20,2023-02-24,0.9940321285140563,Clothing,0.257,Weekly
121,User_121,52,Female,Location_21,2023-12-22,0.9965956471935854,Home & Garden,0.4056,Daily
122,User_122,66,Female,Location_22,2023-06-13,0.9968145766345123,Electronics,-1.972,Monthly
123,User_123,47,Male,Location_23,2023-03-27,0.9953270440251573,Food,0.257,Monthly
124,User_124,21,Male,Location_24,2023-01-15,0.9949541595925298,Clothing,0.4056,Daily
125,User_125,52,Female,Location_25,2023-11-19,0.9963399014778326,Clothing,-1.972,Daily
126,User_126,60,Female,Location_26,2023-08-13,0.993167816091954,Electronics,0.257,Daily
127,User_127,31,Male,Location_27,2023-11-07,0.9962427307206069,Food,0.009333333333333341,Weekly
128,User_128,66,Female,Location_28,2023-12-27,0.9967160220994475,Home & Garden,-1.972,Daily
129,User_129,57,Male,Location_29,2023-11-20,0.9758373983739838,Clothing,-1.972,Daily
130,User_130,39,Male,Location_30,2023-09-20,0.9927688564476886,Clothing,-1.972,Weekly
131,User_131,27,Male,Location_31,2023-11-13,0.9920107526881721,Clothing,0.4056,Weekly
132,User_132,18,Female,Location_32,2023-01-09,0.9956927536231884,Clothing,0.009333333333333341,Monthly
133,User_133,28,Female,Location_33,2023-01-08,0.9940914512922465,Clothing,0.009333333333333341,Monthly
134,User_134,68,Female,Location_34,2023-10-18,0.9969673469387755,Clothing,-1.972,Daily
135,User_135,61,Female,Location_35,2023-08-02,0.996357843137255,Electronics,-1.972,Monthly
136,User_136,41,Female,Location_36,2023-01-29,0.9947304964539008,Clothing,0.009333333333333341,Monthly
137,User_137,20,Male,Location_37,2023-12-11,0.9910750750750751,Books,0.257,Weekly
138,User_138,52,Female,Location_38,2023-08-08,0.9898566552901025,Food,-1.972,Weekly
139,User_139,53,Male,Location_39,2023-10-30,0.9969233954451346,Food,0.009333333333333341,Weekly
140,User_140,48,Male,Location_40,2023-01-21,0.9955308270676692,Home & Garden,0.4056,Monthly
141,User_141,21,Female,Location_41,2023-12-03,0.9961099476439791,Clothing,0.009333333333333341,Weekly
142,User_142,36,Male,Location_42,2023-03-14,0.9968382978723405,Clothing,0.257,Monthly
143,User_143,64,Female,Location_43,2023-07-17,0.9939838056680163,Electronics,-1.972,Weekly
144,User_144,53,Male,Location_44,2023-01-04,0.9960687830687831,Books,0.009333333333333341,Monthly
145,User_145,38,Male,Location_45,2023-05-23,0.9952448,Food,-0.486,Weekly
146,User_146,35,Male,Location_46,2023-09-20,0.9957542857142857,Food,-1.972,Monthly
147,User_147,68,Female,Location_47,2023-04-09,0.9449629629629629,Home & Garden,-1.972,Monthly
148,User_148,45,Female,Location_48,2023-02-23,0.9915085714285715,Clothing,-0.486,Weekly
149,User_149,32,Female,Location_49,2023-08-12,0.994822299651568,Electronics,-1.972,Weekly
150,User_150,59,Female,Location_50,2023-03-19,0.9968077336197637,Home & Garden,0.4056,Weekly
151,User_151,19,Male,Location_51,2023-06-22,0.9959006896551724,Home & Garden,0.4056,Daily
152,User_152,54,Female,Location_52,2023-09-02,0.9836703296703296,Home & Garden,0.257,Daily
153,User_153,28,Female,Location_53,2023-02-14,0.9673406593406594,Electronics,0.257,Weekly
154,User_154,40,Male,Location_54,2023-11-26,0.9954625954198474,Electronics,0.009333333333333341,Weekly
155,User_155,61,Male,Location_55,2023-04-26,0.9950876033057852,Clothing,0.009333333333333341,Daily
156,User_156,58,Female,Location_56,2023-12-07,0.995877947295423,Electronics,0.4056,Weekly
157,User_157,29,Male,Location_57,2023-10-21,0.9887849056603775,Home & Garden,-1.972,Weekly
158,User_158,20,Female,Location_58,2023-11-12,0.9964869976359338,Clothing,-0.486,Daily
159,User_159,69,Male,Location_59,2023-12-20,0.9951831442463533,Home & Garden,0.4056,Monthly
160,User_160,34,Female,Location_60,2023-08-07,0.9917214484679666,Home & Garden,0.257,Daily
161,User_161,50,Male,Location_61,2023-06-20,0.9743793103448276,Food,0.257,Weekly
162,User_162,18,Female,Location_62,2023-12-25,0.9961099476439791,Electronics,0.257,Weekly
163,User_163,56,Male,Location_63,2023-10-01,0.9951517128874389,Food,-0.486,Monthly
164,User_164,37,Female,Location_64,2023-12-18,0.9825176470588235,Food,0.257,Weekly
165,User_165,64,Female,Location_65,2023-11-16,0.9940678642714571,Home & Garden,0.257,Weekly
166,User_166,60,Female,Location_66,2023-05-19,0.9968616684266104,Electronics,0.009333333333333341,Daily
167,User_167,69,Female,Location_67,2023-11-27,0.9864909090909091,Home & Garden,-1.972,Daily
168,User_168,58,Female,Location_68,2023-06-06,0.9929739952718677,Books,-1.972,Weekly
169,User_169,31,Female,Location_69,2023-08-03,0.996766050054407,Home & Garden,-0.486,Weekly
170,User_170,48,Male,Location_70,2023-11-01,0.9920534759358289,Home & Garden,0.257,Weekly
171,User_171,42,Female,Location_71,2023-09-06,0.9954901365705615,Electronics,0.009333333333333341,Weekly
172,User_172,20,Male,Location_72,2023-07-04,0.9535625,Home & Garden,-1.972,Monthly
173,User_173,21,Female,Location_73,2023-12-20,0.9967483588621444,Home & Garden,-0.486,Daily
174,User_174,48,Male,Location_74,2023-12-25,0.9150857142857143,Food,0.009333333333333341,Daily
175,User_175,52,Female,Location_75,2023-09-13,0.9826198830409356,Home & Garden,0.257,Weekly
176,User_176,61,Male,Location_76,2023-07-18,0.9944860853432282,Electronics,-0.486,Weekly
177,User_177,31,Female,Location_77,2023-01-16,0.994138067061144,Food,0.009333333333333341,Weekly
178,User_178,66,Male,Location_78,2023-08-07,0.9932607709750567,Clothing,-1.972,Daily
179,User_179,58,Female,Location_79,2023-05-12,0.9944758364312268,Clothing,0.4056,Weekly
180,User_180,26,Male,Location_80,2023-10-28,0.9947950963222417,Home & Garden,-1.972,Weekly
181,User_181,37,Male,Location_81,2023-10-11,0.9587222222222223,Food,0.4056,Monthly
182,User_182,49,Male,Location_82,2023-10-04,0.9964994110718493,Books,-0.486,Daily
183,User_183,26,Female,Location_83,2023-09-22,0.9965917431192661,Clothing,0.009333333333333341,Monthly
184,User_184,44,Male,Location_84,2023-07-01,0.9969858012170386,Food,0.009333333333333341,Weekly
185,User_185,20,Female,Location_85,2023-10-21,0.9690416666666667,Clothing,0.009333333333333341,Monthly
186,User_186,70,Female,Location_86,2023-07-07,0.9942514506769826,Food,0.257,Monthly
187,User_187,21,Female,Location_87,2023-11-28,0.9830171428571428,Home & Garden,-1.972,Daily
188,User_188,62,Female,Location_88,2023-12-21,0.9891927272727273,Food,0.4056,Monthly
189,User_189,32,Male,Location_89,2023-09-15,0.9968781512605043,Food,0.257,Weekly
190,User_190,50,Female,Location_90,2023-08-15,0.9955105740181269,Electronics,-0.486,Weekly
191,User_191,22,Male,Location_91,2023-01-06,0.9696734693877551,Home & Garden,-0.486,Weekly
192,User_192,21,Female,Location_92,2023-07-08,0.9923989769820972,Books,0.257,Weekly
193,User_193,63,Male,Location_93,2023-05-23,0.9922402088772847,Clothing,0.4056,Daily
194,User_194,29,Female,Location_94,2023-03-03,0.9928557692307692,Food,-0.486,Weekly
195,User_195,40,Female,Location_95,2023-10-19,0.984680412371134,Food,-1.972,Daily
196,User_196,31,Male,Location_96,2023-08-15,0.9950466666666667,Home & Garden,-0.486,Daily
197,User_197,63,Female,Location_97,2023-09-30,0.9947583774250441,Electronics,0.4056,Daily
198,User_198,29,Female,Location_98,2023-11-28,0.9963353884093712,Clothing,-1.972,Weekly
199,User_199,34,Female,Location_99,2023-06-13,0.9958258426966292,Books,0.257,Daily
200,User_200,42,Female,Location_0,2023-05-05,0.9943498098859316,Food,0.4056,Monthly
201,User_201,47,Female,Location_1,2023-03-12,0.996491145218418,Electronics,-1.972,Monthly
202,User_202,39,Female,Location_2,2023-12-22,0.9954064914992272,Clothing,-1.972,Weekly
203,User_203,64,Female,Location_3,2023-04-18,0.9654418604651164,Clothing,-1.972,Monthly
204,User_204,43,Female,Location_4,2023-10-18,0.995698986975398,Books,0.4056,Monthly
205,User_205,34,Male,Location_5,2023-11-11,0.992679802955665,Home & Garden,0.009333333333333341,Monthly
206,User_206,37,Female,Location_6,2023-10-02,0.9961799485861182,Clothing,-0.486,Monthly
207,User_207,51,Male,Location_7,2023-08-23,0.9958664812239222,Clothing,0.009333333333333341,Daily
208,User_208,58,Female,Location_8,2023-04-04,0.981425,Books,-0.486,Monthly
209,User_209,50,Male,Location_9,2023-02-16,0.9960635761589405,Food,0.4056,Weekly
210,User_210,54,Male,Location_10,2023-02-15,0.9918126721763086,Home & Garden,-0.486,Weekly
211,User_211,24,Male,Location_11,2023-04-07,0.9957482117310443,Books,0.4056,Monthly
212,User_212,39,Female,Location_12,2023-03-13,0.9953343799058085,Food,-1.972,Monthly
213,User_213,49,Female,Location_13,2023-04-16,0.9964744958481614,Books,0.257,Monthly
214,User_214,31,Male,Location_14,2023-12-29,0.9926435643564357,Books,0.009333333333333341,Monthly
215,User_215,25,Female,Location_15,2023-10-12,0.9857115384615385,Books,0.009333333333333341,Monthly
216,User_216,42,Female,Location_16,2023-08-10,0.9774848484848484,Electronics,0.4056,Daily
217,User_217,33,Male,Location_17,2023-02-08,0.8856923076923077,Books,-0.486,Weekly
218,User_218,59,Female,Location_18,2023-08-02,0.995877947295423,Food,-0.486,Weekly
219,User_219,36,Male,Location_19,2023-04-09,0.9929406175771972,Food,0.257,Daily
220,User_220,58,Male,Location_20,2023-08-04,0.9902236842105264,Clothing,-1.972,Daily
221,User_221,33,Female,Location_21,2023-11-02,0.9745982905982906,Electronics,-0.486,Daily
222,User_222,29,Male,Location_22,2023-05-27,0.9683829787234043,Food,-0.486,Weekly
223,User_223,56,Female,Location_23,2023-08-24,0.993167816091954,Electronics,-1.972,Weekly
224,User_224,65,Female,Location_24,2023-10-21,0.9959398907103826,Clothing,0.257,Monthly
225,User_225,47,Female,Location_25,2023-05-29,0.9953343799058085,Electronics,-0.486,Daily
226,User_226,19,Female,Location_26,2023-03-13,0.993594827586207,Food,0.4056,Weekly
227,User_227,49,Male,Location_27,2023-11-10,0.9968516949152543,Home & Garden,-1.972,Weekly
228,User_228,62,Female,Location_28,2023-05-21,0.9956549707602339,Electronics,-0.486,Monthly
229,User_229,42,Female,Location_29,2023-01-22,0.9758373983739838,Electronics,0.257,Monthly
230,User_230,42,Female,Location_30,2023-02-16,0.9958950276243094,Home & Garden,0.009333333333333341,Weekly
231,User_231,21,Male,Location_31,2023-12-28,0.9961750321750322,Books,0.4056,Daily
232,User_232,36,Male,Location_32,2023-05-03,0.9919457994579947,Home & Garden,0.4056,Monthly
233,User_233,65,Female,Location_33,2023-06-12,0.9963667481662591,Books,0.4056,Weekly
234,User_234,21,Female,Location_34,2023-07-20,0.94056,Home & Garden,0.4056,Monthly
235,User_235,60,Female,Location_35,2023-04-13,0.9968145766345123,Electronics,0.009333333333333341,Daily
236,User_236,30,Female,Location_36,2023-08-04,0.971423076923077,Books,0.009333333333333341,Weekly
237,User_237,56,Female,Location_37,2023-08-30,0.982919540229885,Books,0.009333333333333341,Daily
238,User_238,53,Male,Location_38,2023-03-09,0.9724814814814815,Home & Garden,0.009333333333333341,Monthly
239,User_239,40,Female,Location_39,2023-06-28,0.9948846815834768,Electronics,0.257,Daily
240,User_240,23,Male,Location_40,2023-05-23,0.9951358428805238,Electronics,-0.486,Daily
241,User_241,41,Male,Location_41,2023-02-25,0.9968145766345123,Electronics,0.009333333333333341,Monthly
242,User_242,61,Female,Location_42,2023-10-11,0.9957903682719547,Books,0.009333333333333341,Daily
243,User_243,50,Male,Location_43,2023-03-28,0.9783065693430656,Books,0.257,Weekly
244,User_244,29,Female,Location_44,2023-10-10,0.9969170124481328,Books,-1.972,Monthly
245,User_245,58,Male,Location_45,2023-03-26,0.9899932659932661,Electronics,0.257,Daily
246,User_246,38,Male,Location_46,2023-02-22,0.9964019370460049,Clothing,-1.972,Daily
247,User_247,28,Female,Location_47,2023-06-18,0.9781470588235294,Clothing,0.4056,Monthly
248,User_248,61,Male,Location_48,2023-01-21,0.9925138539042822,Books,0.257,Daily
249,User_249,55,Female,Location_49,2023-03-06,0.9909939393939394,Books,0.4056,Weekly
250,User_250,46,Female,Location_50,2023-10-05,0.9946833631484795,Electronics,-1.972,Monthly
251,User_251,65,Female,Location_51,2023-02-20,0.994206627680312,Electronics,0.257,Weekly
252,User_252,58,Female,Location_52,2023-07-31,0.9956865021770682,Clothing,-1.972,Weekly
253,User_253,20,Female,Location_53,2023-09-03,0.8649090909090908,Clothing,-1.972,Weekly
254,User_254,45,Female,Location_54,2023-09-06,0.9965522041763342,Home & Garden,0.4056,Monthly
255,User_255,37,Male,Location_55,2023-09-02,0.9936631130063966,Electronics,-1.972,Monthly
256,User_256,43,Male,Location_56,2023-03-21,0.9913099415204679,Food,-0.486,Weekly
257,User_257,41,Female,Location_57,2023-08-12,0.9953707165109035,Home & Garden,0.009333333333333341,Monthly
258,User_258,69,Male,Location_58,2023-02-08,0.9921789473684212,Electronics,0.257,Weekly
259,User_259,64,Male,Location_59,2023-09-27,0.9970190571715145,Food,0.4056,Weekly
260,User_260,38,Female,Location_60,2023-06-26,0.9968814270724029,Food,0.009333333333333341,Daily
261,User_261,47,Male,Location_61,2023-12-31,0.9907987616099072,Books,0.4056,Weekly
262,User_262,21,Female,Location_62,2023-09-05,0.9813081761006289,Books,-0.486,Monthly
263,User_263,53,Female,Location_63,2023-07-14,0.9966455981941309,Food,0.009333333333333341,Weekly
264,User_264,57,Male,Location_64,2023-12-17,0.994434456928839,Food,0.257,Weekly
265,User_265,27,Female,Location_65,2023-02-11,0.995544227886057,Home & Garden,-1.972,Daily
266,User_266,27,Female,Location_66,2023-06-13,0.9931362586605081,Food,-1.972,Weekly
267,User_267,59,Female,Location_67,2023-10-08,0.9968281750266809,Books,0.009333333333333341,Weekly
268,User_268,41,Female,Location_68,2023-07-18,0.995304897314376,Books,0.4056,Daily
269,User_269,21,Male,Location_69,2023-09-17,0.9956229749631812,Books,0.257,Daily
270,User_270,64,Female,Location_70,2023-09-29,0.9933808463251671,Clothing,-1.972,Monthly
271,User_271,44,Male,Location_71,2023-04-20,0.993525054466231,Home & Garden,0.009333333333333341,Weekly
272,User_272,68,Female,Location_72,2023-10-12,0.9901914191419142,Home & Garden,0.009333333333333341,Weekly
273,User_273,62,Male,Location_73,2023-06-29,0.9943065134099617,Home & Garden,-0.486,Daily
274,User_274,21,Male,Location_74,2023-12-20,0.9962896379525593,Clothing,0.257,Monthly
275,User_275,49,Female,Location_75,2023-05-27,0.996766050054407,Home & Garden,0.257,Weekly
276,User_276,27,Male,Location_76,2023-03-08,0.9796438356164383,Clothing,0.4056,Weekly
277,User_277,28,Female,Location_77,2023-03-29,0.9937824267782427,Clothing,0.4056,Daily
278,User_278,45,Female,Location_78,2023-03-20,0.9528253968253968,Food,0.009333333333333341,Daily
279,User_279,63,Male,Location_79,2023-11-28,0.9864909090909091,Clothing,-0.486,Daily
280,User_280,25,Male,Location_80,2023-03-09,0.9914104046242775,Electronics,0.009333333333333341,Weekly
281,User_281,57,Male,Location_81,2023-02-11,0.9962427307206069,Electronics,0.4056,Weekly
282,User_282,39,Male,Location_82,2023-02-17,0.9926069651741294,Home & Garden,-1.972,Monthly
283,User_283,51,Female,Location_83,2023-03-15,0.9925700000000001,Electronics,-0.486,Daily
284,User_284,62,Male,Location_84,2023-01-27,0.9929406175771972,Food,0.257,Daily
285,User_285,52,Female,Location_85,2023-07-13,0.9830171428571428,Electronics,-1.972,Daily
286,User_286,52,Male,Location_86,2023-06-06,0.9930722610722611,Clothing,-1.972,Weekly
287,User_287,42,Male,Location_87,2023-05-06,0.994711743772242,Electronics,0.257,Monthly
288,User_288,51,Female,Location_88,2023-06-17,0.995603550295858,Books,0.009333333333333341,Monthly
289,User_289,23,Male,Location_89,2023-04-14,0.9917444444444445,Food,-0.486,Daily
290,User_290,58,Female,Location_90,2023-12-04,0.9969735234215886,Home & Garden,-1.972,Weekly
291,User_291,54,Male,Location_91,2023-10-16,0.9934101995565411,Books,0.009333333333333341,Daily
292,User_292,18,Male,Location_92,2023-07-01,0.990443729903537,Food,0.257,Daily
293,User_293,29,Female,Location_93,2023-02-13,0.9965361305361305,Food,0.009333333333333341,Monthly
294,User_294,52,Female,Location_94,2023-12-23,0.9908271604938272,Food,-1.972,Monthly
295,User_295,23,Female,Location_95,2023-09-13,0.9815403726708074,Electronics,-0.486,Weekly
296,User_296,34,Female,Location_96,2023-07-21,0.9961701030927835,Electronics,-0.486,Daily
297,User_297,26,Female,Location_97,2023-03-23,0.9882063492063492,Books,0.257,Daily
