cylinders,displacement,horsepower,weight,acceleration,model year,origin,mpg
4.0,-0.926868039803412,-0.3181836756582882,-0.8101363815888366,0.515373368096386,72.0,3,28.0
4.0,-0.7059834504574358,-0.18732001921829455,-0.5542850826552789,-0.3955678988516958,72.0,3,23.0
4.0,-0.9172643620057609,-0.6322564511142731,-0.9556664782299428,-0.21337964546207944,72.0,1,28.0
4.0,-0.926868039803412,-0.4228746008102831,-1.0307787861737396,0.33318511470676965,72.0,3,27.0
8.0,1.5028624430023265,1.8541530212456065,1.3164808370699088,-0.9421326590205449,73.0,1,13.0
8.0,1.0610932643103739,1.1998347390456383,0.8141672776957681,-1.488697419189394,73.0,1,14.0
8.0,1.5028624430023265,1.0689710826056447,1.1850342981682644,-0.9421326590205449,73.0,1,13.0
8.0,1.0418859087150718,0.8595892323016546,1.2484103079958428,-0.3955678988516958,73.0,1,14.0
8.0,1.19554475347749,1.1998347390456383,0.9373984079160597,-1.1243209124101612,73.0,1,15.0
8.0,2.2615529890167667,2.4561258408695776,2.316413436571703,-1.488697419189394,73.0,1,12.0
8.0,1.9830463328848835,1.1998347390456383,1.7436820885002526,-1.3065091657997776,73.0,1,13.0
8.0,1.5124661207999777,1.4092165893496282,1.6251454775264484,-0.9421326590205449,73.0,1,13.0
8.0,1.19554475347749,1.1998347390456383,1.4772681212620986,-0.3955678988516958,73.0,1,14.0
8.0,2.367193444790929,2.901062272765556,2.061735767449767,-1.6708856725790104,73.0,1,13.0
8.0,2.511248611755696,3.1627895856455432,2.315239806760081,-1.6708856725790104,73.0,1,12.0
8.0,1.598899220978838,1.8541530212456065,0.9890381196274199,-1.6708856725790104,73.0,1,13.0
6.0,0.3024027182959339,0.02206183108569531,0.16749725149214295,0.33318511470676965,73.0,1,18.0
6.0,0.5424946632372125,-0.10880182535429835,0.35175713191676933,0.8797498748756186,73.0,1,16.0
6.0,0.36962846287949186,-0.10880182535429835,-0.03906159535329811,0.15099686131715326,73.0,1,18.0
6.0,0.5424946632372125,-0.4228746008102831,0.050134270329960526,0.33318511470676965,73.0,1,18.0
6.0,0.04310341775935311,-0.239665481794292,-0.08718041762979291,0.15099686131715326,73.0,1,23.0
4.0,-0.926868039803412,-1.5221293149062298,-1.2068232579170133,1.9728793952133168,73.0,2,26.0
8.0,1.9830463328848835,1.1998347390456383,2.369226778094685,-0.5777561522413122,73.0,1,11.0
8.0,1.9830463328848835,1.6447711709416168,2.262426465237099,-1.1243209124101612,73.0,1,12.0
8.0,1.598899220978838,1.723289364805613,1.9666717527083992,-0.9421326590205449,73.0,1,13.0
8.0,1.5028624430023265,1.9850166776856002,1.7847591319070166,-1.1243209124101612,73.0,1,12.0
6.0,0.36962846287949186,-0.10880182535429835,-0.2221478459663027,-0.21337964546207944,73.0,1,18.0
4.0,-0.926868039803412,-0.4228746008102831,-0.820699049893433,1.2441263816548513,73.0,3,20.0
4.0,-0.513909894504413,-0.8416383014182629,-0.6775162128755704,1.4263146350444678,73.0,1,21.0
4.0,-0.8212275840292496,-0.2658382130822908,-0.7033360687312505,0.33318511470676965,73.0,3,22.0
3.0,-1.1861673403399928,-0.3705291382342857,-1.0026116706948158,-0.7599444056309286,73.0,3,18.0
4.0,-0.6867760948621335,-0.5013927946742794,-0.7843165257331565,1.061938128265235,73.0,1,19.0
6.0,-0.36985472753964593,0.07440729366169277,-0.5941884962504209,-0.5777561522413122,73.0,1,21.0
4.0,-0.9172643620057609,-0.3705291382342857,-0.8371298672561385,-0.031191392072463082,73.0,2,26.0
8.0,1.5028624430023265,1.0689710826056447,1.2953555004607158,-0.9421326590205449,73.0,1,15.0
8.0,1.9830463328848835,3.293653242085537,1.5253869435385934,-2.2174504327478592,73.0,1,16.0
4.0,-1.2053746959352951,-1.4436111210422335,-1.3042345322816247,1.4263146350444678,73.0,2,29.0
4.0,-0.7443981616480403,-0.7631201075542667,-0.9627082570996737,-0.031191392072463082,73.0,2,24.0
4.0,-0.7636055172433427,-0.34435640694628694,-0.4650892169720203,-0.5777561522413122,73.0,2,20.0
4.0,-0.6963797726597847,0.20527095010168644,-0.12943109084817855,-0.031191392072463082,73.0,2,19.0
8.0,1.19554475347749,1.1998347390456383,0.49376633912301005,-1.6708856725790104,73.0,1,15.0
4.0,-0.6963797726597847,0.15292548752568896,-0.373546091665518,-0.5777561522413122,73.0,2,24.0
6.0,-0.3602510497419948,0.46699826298167374,-0.20102250935710983,-0.7599444056309286,73.0,3,20.0
8.0,1.5028624430023265,1.9850166776856002,0.8047782392027935,-1.6708856725790104,73.0,1,11.0
6.0,0.04310341775935311,-0.239665481794292,0.1451982850713283,0.33318511470676965,74.0,1,20.0
6.0,0.36962846287949186,-0.10880182535429835,-0.09070130706465838,0.15099686131715326,74.0,1,19.0
6.0,0.5424946632372125,-0.10880182535429835,0.4198276609908351,0.515373368096386,74.0,1,15.0
4.0,-1.0997342401611327,-0.9725019578582565,-1.2068232579170133,1.2441263816548513,74.0,3,31.0
4.0,-0.6867760948621335,-0.6322564511142731,-0.6188347222944792,0.33318511470676965,74.0,1,26.0
4.0,-1.176563662542342,-1.024847420434254,-1.340617056441901,1.9728793952133168,74.0,3,32.0
4.0,-0.513909894504413,-0.7631201075542667,-0.5120344094368933,0.515373368096386,74.0,1,25.0
6.0,0.5424946632372125,-0.10880182535429835,0.9420929271625469,0.515373368096386,74.0,1,16.0
6.0,0.6193240856184216,0.15292548752568896,0.7672220852308951,0.8797498748756186,74.0,1,16.0
6.0,0.3024027182959339,0.02206183108569531,0.7449231188100804,0.33318511470676965,74.0,1,18.0
8.0,1.0418859087150718,0.9381074261656509,1.3645996593464036,-0.5777561522413122,74.0,1,16.0
8.0,1.5028624430023265,1.1998347390456383,2.0194850942313813,-0.3955678988516958,74.0,1,13.0
8.0,1.19554475347749,1.1998347390456383,1.7354666798189,-0.7599444056309286,74.0,1,14.0
8.0,1.0418859087150718,0.9381074261656509,1.94789367572245,0.15099686131715326,74.0,1,14.0
8.0,1.0610932643103739,1.1998347390456383,1.500740717494535,-0.031191392072463082,74.0,1,14.0
4.0,-0.9172643620057609,-0.5537382572502769,-0.8911168385907424,0.33318511470676965,74.0,2,29.0
4.0,-1.0997342401611327,-0.9725019578582565,-1.1915660703659294,-0.031191392072463082,74.0,2,26.0
4.0,-0.926868039803412,-0.6846019136902706,-0.7960528238493747,-0.3955678988516958,74.0,2,26.0
4.0,-1.1285452735540862,-1.3650929271782375,-1.5600858312151824,0.33318511470676965,74.0,3,31.0
4.0,-1.0613195289705282,-1.1295383455862489,-1.1446208779010565,1.2441263816548513,74.0,3,32.0
4.0,-0.99409378438697,-0.7631201075542667,-1.001438040883194,-0.3955678988516958,74.0,1,28.0
4.0,-0.99409378438697,-0.7631201075542667,-1.021389747680765,-0.031191392072463082,74.0,2,24.0
4.0,-0.7443981616480403,-0.7631201075542667,-0.8594288336769532,-0.5777561522413122,74.0,2,26.0
4.0,-0.7059834504574358,-0.18732001921829455,-0.57423678945285,-0.21337964546207944,74.0,3,24.0
4.0,-0.8212275840292496,-0.2920109443702895,-0.6892525109917886,-0.031191392072463082,74.0,3,26.0
4.0,-1.0997342401611327,-0.9725019578582565,-1.148141767335922,0.15099686131715326,74.0,2,31.0
6.0,0.3024027182959339,-0.239665481794292,0.33532631455406375,0.15099686131715326,75.0,1,19.0
6.0,0.5424946632372125,0.02206183108569531,0.5641841278203196,0.15099686131715326,75.0,1,18.0
6.0,0.5424946632372125,-0.8416383014182629,0.5324961229065303,1.9728793952133168,75.0,1,15.0
6.0,0.5424946632372125,-0.8416383014182629,0.21092155452215045,1.4263146350444678,75.0,1,15.0
8.0,1.9830463328848835,1.723289364805613,1.983102570071105,-1.488697419189394,75.0,1,16.0
8.0,1.5028624430023265,1.0689710826056447,1.7155149730213288,-0.5777561522413122,75.0,1,15.0
8.0,1.19554475347749,1.1998347390456383,1.7835855020953948,-0.3955678988516958,75.0,1,16.0
8.0,1.5124661207999777,1.147489276469641,1.9701926421432647,-0.7599444056309286,75.0,1,14.0
6.0,0.3600247850818407,0.15292548752568896,1.0899702834268967,1.9728793952133168,75.0,1,17.0
6.0,0.5424946632372125,0.02206183108569531,1.0782339853106784,1.061938128265235,75.0,1,16.0
6.0,0.6193240856184216,0.15292548752568896,0.8822378067698339,1.2441263816548513,75.0,1,15.0
6.0,0.3024027182959339,-0.239665481794292,0.9467874464090342,1.2441263816548513,75.0,1,18.0
6.0,0.3600247850818407,0.15292548752568896,0.07125960693915336,-0.21337964546207944,75.0,1,21.0
8.0,0.6577387968090261,0.15292548752568896,0.28486023265432536,-0.7599444056309286,75.0,1,20.0
8.0,1.0418859087150718,0.6502073819976648,0.22383148244999052,-1.3065091657997776,75.0,1,13.0
4.0,-0.926868039803412,-0.7631201075542667,-0.9474510695485899,0.15099686131715326,75.0,3,29.0
4.0,-0.513909894504413,-0.5537382572502769,-0.3981923177095763,0.515373368096386,75.0,1,23.0
6.0,0.36962846287949186,-0.10880182535429835,-0.07544411951357467,0.15099686131715326,75.0,1,20.0
4.0,-0.513909894504413,-0.6846019136902706,-0.45335291885580203,1.061938128265235,75.0,1,23.0
4.0,-0.5715319612903198,-0.21349275050629327,-0.3242536395774014,-0.7599444056309286,75.0,3,24.0
4.0,-0.99409378438697,-0.8678110327062616,-0.8864223193442551,0.33318511470676965,75.0,2,25.0
4.0,-0.7155871282550869,-0.18732001921829455,-0.5085135200020278,0.515373368096386,75.0,3,24.0
6.0,-0.2161958827772277,-0.18732001921829455,0.006709967299953029,-0.3955678988516958,75.0,1,18.0
4.0,-0.99409378438697,-0.8939837639942604,-1.222080445468097,-0.5777561522413122,75.0,2,29.0
6.0,0.36962846287949186,-0.3705291382342857,0.27312393453810707,0.515373368096386,75.0,1,19.0
4.0,-0.7540018394456915,-0.239665481794292,-0.333642678070376,-0.21337964546207944,75.0,2,23.0
4.0,-0.7059834504574358,-0.4228746008102831,-0.024978037613836223,0.515373368096386,75.0,2,23.0
4.0,-0.6963797726597847,-0.1611472879302958,-0.03906159535329811,-0.3955678988516958,75.0,2,22.0
4.0,-0.6963797726597847,0.28378914396568267,-0.36063616373767793,-0.7599444056309286,75.0,2,25.0
4.0,-0.9844901065893189,-1.3389201958902388,-1.3887358787183959,0.6975616214860023,75.0,3,33.0
4.0,-0.8308312618269007,-0.4752200633862806,-0.6035775347433955,-0.031191392072463082,76.0,2,28.0
4.0,-0.7443981616480403,-0.6060837198262743,-0.8899432087791206,0.47893571741846225,76.0,2,25.0
4.0,-0.513909894504413,-0.3181836756582882,-0.47682551508823856,-0.2498172961400026,76.0,1,25.0
4.0,-0.9172643620057609,-0.6584291824022718,-0.8488661653723567,0.7704369228418486,76.0,1,26.0
4.0,-0.8884533286128076,-0.5537382572502769,-0.9110685453883134,-0.10406669342830936,76.0,2,27.0
8.0,1.070696942108025,0.9381074261656509,1.4514482654064185,-0.9421326590205449,76.0,1,17.5
8.0,1.19554475347749,1.1998347390456383,1.4221075201158728,-0.9421326590205449,76.0,1,16.0
8.0,1.0610932643103739,0.4146528004056763,1.154519923066097,-0.6141938029192353,76.0,1,15.5
8.0,1.5124661207999777,1.252180201621636,1.4514482654064185,-1.0150079603763913,76.0,1,14.5
6.0,0.3024027182959339,-0.10880182535429835,0.2989437903937872,-0.06762904275038621,76.0,1,22.0
6.0,0.5424946632372125,0.02206183108569531,0.43977936778840615,-0.3955678988516958,76.0,1,22.0
6.0,0.062310773354655395,-0.6060837198262743,0.03957160202536411,0.7339992721639261,76.0,1,24.0
6.0,0.36962846287949186,-0.3705291382342857,0.1252465782737573,0.7339992721639261,76.0,1,22.5
4.0,-1.0421121733752259,-1.3650929271782375,-1.1070647239291582,2.410131203348396,76.0,1,29.0
4.0,-0.9172643620057609,-1.1557110768742476,-0.9556664782299428,2.3736935526704737,76.0,1,24.5
4.0,-0.99409378438697,-0.8939837639942604,-1.222080445468097,-0.5048808508854659,76.0,2,29.0
4.0,-0.9844901065893189,-1.3389201958902388,-1.3887358787183959,0.6611239708080785,76.0,3,33.0
6.0,0.3024027182959339,-0.10880182535429835,0.7895210516517098,0.7704369228418486,76.0,1,20.0
6.0,0.5424946632372125,-0.6846019136902706,0.6991515561568293,1.9728793952133168,76.0,1,18.0
6.0,0.5424946632372125,0.15292548752568896,0.7824792727819788,0.22387216267299956,76.0,1,18.5
6.0,0.6193240856184216,-0.239665481794292,0.25199859792891427,0.8068745735197724,76.0,1,17.5
4.0,-0.926868039803412,-0.8678110327062616,-1.3535269843697413,-1.2336338644439313,76.0,2,29.5
4.0,-1.0421121733752259,-0.8939837639942604,-1.1598780654521403,0.515373368096386,76.0,3,32.0
4.0,-0.926868039803412,-0.7631201075542667,-0.9662291465345392,0.2967474640288459,76.0,3,28.0
4.0,-0.513909894504413,-0.8416383014182629,-0.4850409237695913,-0.7235067549530054,76.0,1,26.5
4.0,-0.6099466724809244,-0.056456362778300885,0.20153251602917585,0.041683909283383204,76.0,2,20.0
8.0,1.19554475347749,1.1998347390456383,1.1287000672104168,-0.8692573576646986,76.0,1,13.0
4.0,-0.7059834504574358,-0.4228746008102831,0.3423680934237947,2.300818251314626,76.0,2,19.0
6.0,-0.3602510497419948,0.10058002494969151,-0.05666604252762547,-0.031191392072463082,76.0,3,19.0
6.0,-0.2450069161701811,0.4146528004056763,0.9878644898157981,0.40606041606261595,76.0,2,16.5
8.0,1.5028624430023265,1.9850166776856002,1.6450971843240194,-1.2700715151218545,76.0,1,16.5
8.0,1.5028624430023265,1.0689710826056447,1.2636674955469267,-1.3065091657997776,76.0,1,13.0
8.0,1.0418859087150718,0.6763801132856636,1.046545980396889,-0.21337964546207944,76.0,1,13.0
8.0,1.19554475347749,1.1998347390456383,0.9115785520603795,-0.5777561522413122,76.0,1,13.0
4.0,-0.9172643620057609,-0.9463292265702579,-1.0953284258129399,1.061938128265235,77.0,3,31.5
4.0,-0.7924165506362961,-0.6322564511142731,-0.9662291465345392,-0.2862549468179257,77.0,1,30.0
4.0,-1.0997342401611327,-1.2080565394502452,-1.3535269843697413,1.0983757789431587,77.0,2,36.0
4.0,-0.6867760948621335,-0.21349275050629327,-0.7960528238493747,-0.031191392072463082,77.0,1,25.5
4.0,-1.0421121733752259,-0.8939837639942604,-1.2126914069751225,0.4424980667405397,77.0,3,33.5
8.0,1.070696942108025,1.0689710826056447,1.0582822785131074,-1.1243209124101612,77.0,1,17.5
8.0,0.6385314412137238,0.15292548752568896,1.2695356446050357,1.2441263816548513,77.0,1,17.0
8.0,1.19554475347749,1.0689710826056447,1.3634260295347818,-0.6870691042750823,77.0,1,15.5
8.0,1.0418859087150718,0.6763801132856636,1.5453386503361644,-0.2498172961400026,77.0,1,15.0
6.0,0.5424946632372125,0.15292548752568896,0.6357755463292508,0.2967474640288459,77.0,1,17.5
6.0,0.3600247850818407,0.02206183108569531,0.5242807142251775,0.47893571741846225,77.0,1,20.5
6.0,0.3024027182959339,-0.10880182535429835,0.7648748256076515,0.7704369228418486,77.0,1,19.0
6.0,0.5424946632372125,-0.1611472879302958,0.64164369538736,1.2441263816548513,77.0,1,18.5
8.0,1.9830463328848835,1.9850166776856002,1.4573164144645276,-1.6344480219010873,77.0,1,16.0
8.0,1.5028624430023265,1.723289364805613,1.3927667748253272,-1.5251350698673172,77.0,1,15.5
8.0,1.9830463328848835,2.2467439905655877,1.5805475446848192,-1.2336338644439313,77.0,1,15.5
8.0,1.5124661207999777,1.1736620077576396,1.5922838428010373,-0.3955678988516958,77.0,1,16.0
4.0,-0.926868039803412,-0.6846019136902706,-1.2185595560332314,-0.3955678988516958,77.0,2,29.0
4.0,-0.4082694387302505,-0.4228746008102831,-0.27965570673577206,0.15099686131715326,77.0,1,24.5
4.0,-0.926868039803412,-0.7631201075542667,-0.8371298672561385,0.9526251762314649,77.0,3,26.0
4.0,-0.513909894504413,-0.3967018695222844,-0.2620512595614447,0.078121559961307,77.0,1,25.5
4.0,-0.9172643620057609,-1.0771928830102515,-1.088286646943209,0.515373368096386,77.0,1,30.5
4.0,-0.9172643620057609,-0.5537382572502769,-1.0601195314642853,0.11455921063923014,77.0,1,33.5
4.0,-0.926868039803412,-0.9725019578582565,-1.1657462145102493,0.2967474640288459,77.0,3,30.0
4.0,-0.926868039803412,-0.6846019136902706,-0.9251521031277753,-0.541318501563389,77.0,2,30.5
6.0,-0.45628782771850623,-0.18732001921829455,-0.19163347086413524,-0.3955678988516958,77.0,3,22.0
4.0,-0.6963797726597847,0.15292548752568896,-0.44396388036282747,-1.0150079603763913,77.0,2,21.5
3.0,-1.0901305623634816,0.15292548752568896,-0.3031283029682086,-0.7599444056309286,77.0,3,21.5
4.0,-0.99409378438697,-1.4697838523302325,-1.1657462145102493,2.1550676486029334,78.0,2,43.1
4.0,-0.9172643620057609,-0.9986746891462552,-1.382867729660287,-0.4320055495296189,78.0,1,36.1
4.0,-1.109337917958784,-1.3650929271782375,-1.1657462145102493,1.389876984366544,78.0,3,32.8
4.0,-1.0421121733752259,-0.8939837639942604,-1.0659876805223942,1.0983757789431587,78.0,3,39.4
4.0,-0.9844901065893189,-1.1557110768742476,-1.382867729660287,0.2967474640288459,78.0,3,36.1
8.0,0.6385314412137238,0.15292548752568896,0.453862925527868,-0.031191392072463082,78.0,1,19.9
8.0,1.19554475347749,0.9381074261656509,0.888105955827943,-0.8692573576646986,78.0,1,19.4
8.0,1.0418859087150718,0.9119346948776521,0.694457036910342,-1.0150079603763913,78.0,1,20.2
6.0,0.3600247850818407,0.02206183108569531,0.6533799935035782,1.3170016830106976,78.0,1,19.2
6.0,0.062310773354655395,-0.239665481794292,0.20740066508728497,0.9526251762314649,78.0,1,20.5
6.0,0.062310773354655395,-0.5013927946742794,-0.015588999120861629,0.078121559961307,78.0,1,20.2
4.0,-0.513909894504413,-0.4228746008102831,-0.3031283029682086,-0.06762904275038621,78.0,1,25.1
6.0,0.3024027182959339,-0.10880182535429835,0.5301488632832867,0.5882486694522322,78.0,1,20.5
6.0,0.36962846287949186,-0.3705291382342857,0.2719503047264853,0.5882486694522322,78.0,1,19.4
6.0,0.3600247850818407,0.02206183108569531,0.47146737270219535,0.078121559961307,78.0,1,20.6
6.0,0.062310773354655395,-0.5013927946742794,0.1076421310994299,0.40606041606261595,78.0,1,20.8
6.0,0.3024027182959339,0.15292548752568896,0.7531385274914333,1.1348134296210812,78.0,1,18.6
6.0,0.6193240856184216,0.4146528004056763,0.5066762670508501,-0.17694199478415631,78.0,1,18.1
8.0,1.070696942108025,1.0689710826056447,0.5242807142251775,-0.8692573576646986,78.0,1,19.2
6.0,0.3600247850818407,1.5924257083656193,0.547753310457614,-0.7963820563088517,78.0,1,17.7
8.0,1.0418859087150718,0.9119346948776521,0.2660821556683762,-1.5980103712231641,78.0,1,18.1
8.0,1.19554475347749,0.9381074261656509,1.2930082408374723,-0.6870691042750823,78.0,1,17.5
4.0,-0.9172643620057609,-0.9463292265702579,-0.9662291465345392,0.33318511470676965,78.0,1,30.0
4.0,-0.5715319612903198,-0.239665481794292,-0.4909090728277004,-0.5048808508854659,78.0,3,27.5
4.0,-0.7155871282550869,-0.18732001921829455,-0.7960528238493747,-0.3226925974958495,78.0,3,27.2
4.0,-0.850038617422203,-0.7631201075542667,-0.8782069106629024,-0.3955678988516958,78.0,1,30.9
4.0,-0.5715319612903198,-0.239665481794292,-0.5437224143506825,-0.2862549468179257,78.0,3,21.1
4.0,-0.3602510497419948,0.02206183108569531,-0.27378755767766294,0.40606041606261595,78.0,1,23.2
4.0,-0.4082694387302505,-0.5013927946742794,-0.14468827839926227,0.7339992721639261,78.0,1,23.8
4.0,-0.7155871282550869,-0.18732001921829455,-0.6728216936290832,-0.2498172961400026,78.0,3,23.9
5.0,-0.6003429946832732,-0.030283631490302155,-0.17402902368980788,0.11455921063923014,78.0,2,20.3
6.0,-0.29302530515843683,0.54551645684567,0.18979621791295762,-0.7235067549530054,78.0,2,17.0
4.0,-0.6963797726597847,0.28378914396568267,-0.21510606709657173,0.041683909283383204,78.0,2,21.6
6.0,-0.29302530515843683,0.7548983071496598,0.5066762670508501,0.078121559961307,78.0,2,16.2
4.0,-1.0036974621846213,-0.8678110327062616,-1.1598780654521403,-0.2498172961400026,78.0,2,31.5
4.0,-0.9172643620057609,-0.9463292265702579,-0.9897017427669756,0.36962276538469346,78.0,3,29.5
6.0,0.3600247850818407,0.28378914396568267,0.3130273481332491,-0.06762904275038621,79.0,1,21.5
6.0,0.062310773354655395,-0.5013927946742794,0.013751746169683974,0.9526251762314649,79.0,1,19.8
